"frequency"	"source_form"	"diac"	"msa"	"stem"	"proclitic"	"enclitic"	"num"	"gen"	"en_gloss"	"fr_gloss"	"token_id"	"sentence_id"
"3"	"يخدموا"	"يخدموا"	"تَعْمَل"	"خدم/IV"	"y/IV3MP"	"وا/IVSUFF_SUBJ:MP_MOOD:SJ"	"na"	"na"	"work"	"travailler"	"5243"	"272"
"3"	"معها"	"معها"	"مَعَهَا"	"مع/PREP"	""	"ها/POSS_PRON"	"na"	"na"	""	"with"	"529"	"31"
"3"	"معيا"	"معيا"	"مَعي"	"مع/PREP"	""	"يا/POSS_PRON_1S"	"s"	"m"	""	"with_me;_avec_moi"	"36"	"3"
"3"	"مغبون"	"مغبون"	"مَغْبُون,خَائِب"	"مغبون/ADJ_QUALIT"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"aggrieved"	"lésé"	"15263"	"711"
"3"	"مقبرة"	"مقبرة"	"مَقْبَرَة"	"مقبر/NOUN_TIME_PLACE"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"cemetery,_graveyard"	"cimetière"	"26037"	"1178"
"3"	"للواد"	"للواد"	"وَادِي"	"واد/NOUN_CONCRETE"	"l/PREP+l/DET"	""	"s"	"m"	"valley"	"vallée"	"22569"	"1048"
"3"	"نكون"	"نكون"	"كَان"	"كون/IV"	"n/IV1S"	"(null)/IVSUFF_SUBJ:1S"	"na"	"na"	"be"	"être"	"5670"	"289"
"3"	"قلبه"	"قلبه"	"قَلْب"	"قلب/NOUN_ABSTRACT"	""	"ه/POSS_PRON+(null)/CASE_DEF_NOM"	"s"	"m"	"heart"	"coeur"	"6644"	"341"
"3"	"ملقيتش"	"ملقيتش"	"مالَقِيَ"	"لقي/PV"	"m/NEG_PART"	"ت/IVSUFF_SUBJ : 2MS+ش/NEG_PART"	"na"	"na"	"not_find"	"pas_trouver"	"14163"	"671"
"3"	"غلمي"	"غلمي"	"لَحْمخَرُوف"	"غلم/NOUN_CONCRETE"	""	"ي/POSS_PRON"	"s"	"m"	"lamb"	"agneau"	"7373"	"364"
"3"	"مليار"	"مليار"	"مِلْيَار"	"مليار/NOUN_NUM"	""	"(null)/CASE_DEF_GEN"	"s"	"m"	"billion"	"milliard"	"5592"	"285"
"3"	"يخمم"	"يخمم"	"يُفَكِر"	"خمم/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"think"	"pense"	"13990"	"665"
"3"	"غالب"	"غالب"	"غالِب"	"غالب/NOUN_ACTIVE_PART"	""	""	"s"	"m"	"winner;victorious"	"gagnant;_victorieux"	"10493"	"532"
"3"	"يدبر"	"يدبر"	"دَبَّر"	"دبر/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"look_for"	"chercher"	"13994"	"665"
"3"	"قلبك"	"قلبك"	"قَلْب"	"قلب/NOUN_ABSTRACT"	""	"ك/POSS_PRON+(null)/CASE_DEF_NOM"	"s"	"m"	"heart"	"coeur"	"17376"	"802"
"3"	"يخلف"	"يخلف"	"خَلَف"	"خلف/IV"	"y/IV3MS"	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"compensate"	"compenser"	"24776"	"1127"
"3"	"عرفتني"	"عرفتني"	"عرفَ"	"عرف/PV"	""	"ت/PV SUFF_SUBJ :2MS+ني/PVSUFF_DO:1S"	"na"	"na"	"know"	"connaître"	"1673"	"81"
"3"	"خصنا"	"خصنا"	"يَحْتَاج"	"خص/PV"	""	"نا/PV SUFF_SUBJ :1P"	"na"	"na"	"need"	"avoir_besoin"	"11680"	"583"
"3"	"انعل"	"إنعل"	"إِنْعَل"	"إنعل/CV"	""	"(null)/CVSUFF_SUBJ :2MS"	"na"	"na"	"curse"	"malédiction"	"22089"	"1026"
"3"	"انسان"	"انسان"	"إِنْسان"	"انسان/NOUN_CONCRETE"	""	"(null)/CASE_INDEF_GEN"	"s"	"m"	""	"être_humain_كءك_human_being"	"15352"	"714"
"3"	"خوها"	"خوها"	"أَخُوهَا"	"خو/NOUN_CONCRETE"	""	"ها/POSS_PRON"	"s"	"m"	"brother"	"frère"	"3834"	"213"
"3"	"انتي"	"انتي"	"أَنْتِ"	"انتي/PRON"	""	""	"na"	"na"	""	"you_[fem.sg.]"	"12421"	"612"
"3"	"امها"	"امها"	"أُمّ"	"ام/NOUN_CONCRETE"	""	"ها/POSS_PRON"	"s"	"f"	"Mother"	"Mère"	"9884"	"479"
"3"	"املي"	"املي"	"أمالي"	"املي/ADV"	""	""	"na"	"na"	"so"	"donc"	"3167"	"186"
"3"	"امبوسيبل"	"امبوسيبل"	"مُسْتَحِيل"	"امبوسيبل/FOREIGN"	""	""	"na"	"na"	"impossible"	"impossible"	"13401"	"645"
"3"	"دارت"	"دارت"	"فَعَل"	"دار/PV"	""	"ت/PV SUFF_SUBJ :3FS"	"na"	"na"	"do"	"faire"	"3827"	"212"
"3"	"دارك"	"دارك"	"الدَّارُ"	"دار/NOUN_CONCRETE"	""	"ك/POSS_PRON"	"s"	"f"	"house"	"maison"	"9835"	"469"
"3"	"دارو"	"دارو"	"بَنُوا"	"دار/PV"	""	"و/PVSUFF_SUBJ:3MP"	"na"	"na"	"built"	"construit"	"2642"	"144"
"3"	"الى"	"الى"	"إِلَى"	"الى/PREP"	""	""	"na"	"na"	"to;towards"	"vers"	"2457"	"121"
"3"	"داروا"	"داروا"	"فَعَلوا"	"دار/PV"	""	"وا/PVSUFF_SUBJ:3MP"	"na"	"na"	""	"do"	"568"	"33"
"3"	"الهزيه"	"الهزيه"	"مُسْتَهْزِئين"	"هزي/ADJ_QUALIT"	"Al/DET"	"ه/NSUFF_FEM_SG"	"s"	"f"	"despise"	"mépriser"	"12304"	"608"
"3"	"النار"	"النار"	"نَار"	"نار/NOUN_CONCRETE"	"Al/DET"	""	"s"	"f"	"fire"	"Feu"	"2608"	"140"
"3"	"دارولي"	"دارولي"	"فَعَلولي"	"دار/PV"	""	"و/PVSUFF_SUBJ:3MP+ل/PREP+ي/POSS_PRON_1S"	"na"	"na"	"do"	"faire"	"420"	"26"
"3"	"خوتي"	"خوتي"	"إخواتي"	"خو/NOUN_ABSTRACT"	""	"ت/NSUFF_FEM_PL+ي/POSS_PRON"	"sp"	"m"	"my_brothers"	"mes_frères"	"6880"	"348"
"3"	"الما"	"الما"	"المَاء"	"ما/NOUN"	"Al/DET"	""	"s"	"u"	"water"	"l'eau"	"9522"	"436"
"3"	"خواتتها"	"خواتتها"	"أَخُوَّات"	"خوات/NOUN_CONCRETE"	""	"ت/NSUFF_FEM_PL+ها/POSS_PRON"	"sp"	"f"	""	"her_sisters"	"701"	"39"
"3"	"خليه"	"خليه"	"خَلَّى"	"خلي/CV"	""	"(null)/CVSUFF_SUBJ :2MS +ه/CVSUFF_DO :3MS"	"na"	"na"	"leave"	"laisser"	"8320"	"399"
"3"	"خدامة"	"خدامة"	"عامِلة"	"خدام/NOUN_ABSTRACT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"worker"	"travailleur"	"3889"	"216"
"3"	"بات"	"بات"	"أَصْبَح"	"بات/PV"	""	"(null)/PV SUFF_SUBJ :3MS"	"na"	"na"	"become"	"devenir"	"9609"	"441"
"3"	"بابوش"	"بابوش"	"الحَلَزُون"	"بابوش/FOREIGN"	""	""	"s"	"m"	""	"snail"	"2107"	"97"
"3"	"خسارة"	"خسارة"	"خَسَارَة"	"خسار/GERUND"	""	"ة/NSUFF_FEM_SG+(null)/CASE_DEF_NOM"	"s"	"f"	"loss"	"perte"	"10105"	"509"
"3"	"اييه"	"اييه"	"نَعَم"	"اييه/YES_NO_RESP_PART"	""	""	"na"	"na"	"yes"	"oui"	"12299"	"608"
"3"	"خصك"	"خصك"	"تَحْتَاج"	"خص/CV"	""	"ك/CVSUFF_SUBJ :2MS"	"na"	"na"	"need"	"besoin"	"2927"	"158"
"3"	"خطاك"	"خطاك"	"خَطَّى"	"خطا/PV"	""	"ك/PV SUFF_SUBJ :2MS"	"na"	"na"	"keep_out"	"rester_dehors"	"791"	"43"
"3"	"ايوا"	"ايوا"	"إذن"	"ايوا/ADV"	""	""	"na"	"na"	"well"	"alors"	"6879"	"348"
"3"	"ايستواغ"	"ايستواغ"	"القِصة"	"ايستواغ/FOREIGN"	""	""	"na"	"na"	"story"	"histoire"	"1070"	"56"
"3"	"ايرجون"	"ايرجون"	"مُسْتَعْجِل"	"ايرجون/FOREIGN"	""	""	"na"	"na"	"urgent"	"urgent"	"3936"	"217"
"3"	"خطراتش"	"خطراتش"	"مَرَّات"	"خطر/GERUND_INSTANT"	""	"ات/NSUFF_FEM_PL+(null)/CASE_INDEF_GEN+ش/NEG_PART"	"sp"	"f"	""	"occasions;times;moments"	"8038"	"387"
"3"	"خف"	"خف"	"أَسْرع"	"خف/CV"	""	"(null)/CVSUFF_SUBJ :2MS"	"na"	"na"	"hurry"	"dépêche_toi"	"22679"	"1053"
"3"	"خفوا"	"خفوا"	"أَسْرع"	"خف/CV"	""	"وا/CVSUFF_SUBJ:2MP"	"na"	"na"	"hurry"	"dépêche_toi"	"26660"	"1199"
"3"	"خلادر"	"خلادار"	"خَلىالدَار"	"خلادار/INTERJ"	""	""	"na"	"na"	"oh_my_god"	"oh_mon_dieu"	"22588"	"1049"
"3"	"خلصنا"	"خلصنا"	"خَلَص"	"خلص/PV"	""	"نا/PVSUFF_SUBJ:1P"	"na"	"na"	"pay"	"payer"	"72"	"6"
"3"	"خليها"	"خليها"	"تَرَكَ"	"خلي/CV"	""	"(null)/CVSUFF_SUBJ:2MS+ها/CVSUFF_DO:3FS"	"na"	"na"	""	"leave"	"345"	"22"
"3"	"خبرني"	"خبرني"	"أخَبَِر"	"خبر/CV"	""	"(null)/CVSUFF_SUBJ :2MS +ني/CVSUFF_DO :1S"	"s"	"m"	"tell"	"dis"	"14754"	"691"
"3"	"اللهجة"	"اللهجة"	"لَهْجَة"	"لهج/NOUN_ABSTRACT"	"Al/DET"	"ة/NSUFF_FEM_SG+(null)/CASE_DEF_GEN"	"s"	"f"	"dialect"	"dialect"	"25444"	"1163"
"3"	"دخلك"	"دخلك"	"دَخَلَ"	"دخل/PV"	""	"(null)/PV SUFF_SUBJ :3MS+ك/PVSUFF_DO:2MS"	"na"	"na"	"interfere"	"interférer"	"14877"	"696"
"3"	"ديرلك"	"ديرلك"	"تَفعَل"	"دير/IV"	""	"(null)/IVSUFF_SUBJ:3FS+ل/PREP+ك/POSS_PRON"	"na"	"na"	"do"	"faire"	"12880"	"629"
"3"	"ديرو"	"ديرو"	"تَفعَل"	"دير/CV"	""	"و/CVSUFF_SUBJ:2MP"	"na"	"na"	"do"	"faire"	"12212"	"603"
"3"	"ديروا"	"ديروا"	"تَفعَل"	"دير/CV"	""	"وا/CVSUFF_SUBJ:2MP"	"na"	"na"	"do"	"faire"	"7424"	"365"
"3"	"الحمام"	"الحمام"	"حَمّام"	"حمام/NOUN_CONCRETE"	"Al/DET"	"(null)/CASE_DEF_GEN"	"s"	"m"	"bathhouse"	"hammam"	"29815"	"1317"
"3"	"ديزولي"	"ديزولي"	"آسِف"	"ديزولي/FOREIGN"	""	""	"na"	"na"	"sorry"	"désolé"	"17936"	"828"
"3"	"الحلا"	"الحالا"	"حَالَة"	"حال/NOUN_ABSTRACT"	"Al/DET"	"ا/NSUFF_FEM_SG"	"s"	"f"	"condition"	"condition"	"23469"	"1081"
"3"	"ديله"	"ديله"	"افعَل"	"دي/CV"	""	"(null)/CVSUFF_SUBJ :2MS +ل/PREP+ه/POSS_PRON"	"na"	"na"	"do"	"fais"	"14625"	"686"
"3"	"ديما"	"ديما"	"دائِماً"	"ديما/ADV"	""	""	"na"	"na"	"always"	"toujours"	"1097"	"57"
"3"	"ديه"	"ديه"	"أخَدَ"	"دي/CV"	""	"(null)/IVSUFF_SUBJ : 2MS+ه/CVSUFF_DO :3MS"	"na"	"na"	"take"	"prendre"	"23873"	"1094"
"3"	"الحديث"	"الحديث"	"الحَدِيث"	"حديث/NOUN_ABSTRACT"	"Al/DET"	""	"s"	"m"	"discussion,_talk"	"discussion_,_discours"	"9768"	"463"
"3"	"ذهب"	"ذهب"	"ذَهَب"	"ذهب/NOUN_CONCRETE"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"gold"	"or"	"2675"	"146"
"3"	"راقد"	"راقد"	"نَايَم"	"راقد/NOUN_ACTIVE_PART"	""	""	"s"	"m"	"asleep"	"endormi"	"6442"	"334"
"3"	"راقدين"	"راقدين"	"نَايَم"	"راقد/NOUN_ACTIVE_PART"	""	"ين/NSUFF_MASC_PL_GEN"	"sp"	"m"	"asleep"	"endormi"	"9301"	"428"
"3"	"راكش"	"راكش"	"إِنَّك"	"راك/PRESENT_PART"	""	"ش/NEG_PART"	"s"	"m"	"you_are"	"tu_es"	"22185"	"1030"
"3"	"التبن"	"التبن"	"التِّبْنُ"	"تبن/NOUN_CONCRETE"	"Al/DET"	""	"s"	"m"	"hay"	"foins"	"21912"	"1012"
"3"	"الدار"	"الدار"	"دَار"	"دار/NOUN_CONCRETE"	"Al/DET"	""	"s"	"f"	"house"	"maison"	"2312"	"107"
"3"	"دج"	"دج"	"دِينارجَزائِري"	"دج/CURRENCY"	""	""	"na"	"na"	"algerian_dinnar"	"dinars_algerien"	"7065"	"354"
"3"	"ديراكت"	"ديراكت"	"مُبَاشَرة"	"ديراكت/FOREIGN"	""	""	"na"	"na"	"direct"	"direct"	"6553"	"338"
"3"	"الدنيا"	"الدنيا"	"دُنْيَا"	"دنيا/NOUN_ABSTRACT"	"Al/DET"	"(null)/CASE_DEF_GEN"	"s"	"f"	"life"	"vie"	"9970"	"492"
"3"	"دخلني"	"دخلني"	"دَخَلَ"	"دخل/PV"	""	"(null)/PV SUFF_SUBJ :3MS+ني/PVSUFF_DO:1S"	"na"	"na"	"interfere"	"interférer"	"16575"	"772"
"3"	"الغاشي"	"الغاشي"	"النَاس"	"غاشي/NOUN_ABSTRACT"	"Al/DET"	""	"sp"	"m"	"people"	"les_gens"	"2315"	"108"
"3"	"دخول"	"دخول"	"دُخُول"	"دخول/NOUN_ABSTRACT"	""	""	"s"	"m"	"entrance"	"entrée"	"25530"	"1164"
"3"	"دراري"	"دراري"	"ذُرِّيَّةُ"	"درا/NOUN_ABSTRACT"	""	"ري/NSUFF_MASC_PL_NOM"	"sp"	"m"	"progeny"	"progéniture"	"18463"	"854"
"3"	"دراع"	"دراع"	"ذِرَاع"	"دراع/NOUN_CONCRETE"	""	"(null)/CASE_INDEF_GEN"	"s"	"m"	"Forcibly"	"Forcément"	"23298"	"1074"
"3"	"درتو"	"درتو"	"فَعَل"	"در/PV"	""	"تو/PVSUFF_SUBJ:2MP"	"na"	"na"	"do"	"faire"	"5115"	"267"
"3"	"الصحة"	"الصحة"	"صِحَّة"	"صح/GERUND"	"Al/DET"	"ة/NSUFF_FEM_SG+(null)/CASE_DEF_GEN"	"s"	"f"	"health"	"santé"	"5631"	"287"
"3"	"درتي"	"درتي"	"فَعَل"	"در/PV"	""	"تي/PVSUFF_SUBJ:2FS"	"na"	"na"	"do"	"faire"	"7907"	"383"
"3"	"درسة"	"درسة"	"درسة(خليطالتَوابِل)"	"درس/NOUN_CONCRETE"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	""	"Dersa_(mélange_d'épices);x;_darsa_(_a_mixture_of_spices)"	"7871"	"382"
"3"	"درنا"	"درنا"	"فَعَل"	"در/PV"	""	"نا/PV SUFF_SUBJ :1P"	"na"	"na"	"do"	"faire"	"8648"	"409"
"3"	"دلاع"	"دلاع"	"بَطيخ"	"دلاع/NOUN_CONCRETE"	""	""	"s"	"m"	"watermelon"	"pastèque"	"1048"	"55"
"3"	"السلام"	"السلام"	"سَلام"	"سلام/GERUND"	"Al/DET"	""	"s"	"m"	"peace"	"paix"	"16915"	"786"
"3"	"الراس"	"الراس"	"رَأْس"	"راس/NOUN_CONCRETE"	"Al/DET"	"(null)/CASE_DEF_GEN"	"s"	"m"	"head"	"tête"	"9755"	"459"
"3"	"دوسيي"	"دوسيي"	"مِلَف"	"دوسيي/FOREIGN"	""	""	"na"	"na"	"file"	"dossier"	"4096"	"224"
"3"	"دولة"	"دولة"	"دَوْلَة"	"دول/NOUN_CONCRETE"	""	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN"	"s"	"f"	"state,_country"	"état,_pays"	"12138"	"601"
"3"	"ديت"	"ديت"	"أَخَدَ"	"دي/PV"	""	"ت/PV SUFF_SUBJ :2MS"	"na"	"na"	"take"	"prendre"	"3445"	"198"
"3"	"راي"	"راي"	"الرَاي"	"راي/NOUN_ABSTRACT"	""	"(null)/CASE_INDEF_(ACC_GEN)"	"s"	"m"	"Raï_(a_form_of_Algerian_folk_music)"	"Raï_(un_genre_musical_folklorique_algérienne"	"10245"	"521"
"3"	"خبر"	"خبر"	"خَبَر"	"خبر/NOUN_ABSTRACT"	""	"(null)/CASE_DEF_GEN"	"s"	"m"	""	"nouvelles_;x_news"	"8342"	"399"
"3"	"بالسلامه"	"بالسلامة"	"بالسَلَامَة"	"سلام/NOUN_ABSTRACT"	"b/PREP+Al/DET"	"ة/NSUFF_FEM_SG"	"s"	"f"	"security,safety"	"sécurité_sureté"	"12279"	"606"
"3"	"ترونتميل"	"ترونتميل"	"ثلاثمائة"	"ترونتميل/FOREIGN"	""	""	"na"	"na"	""	"three_hundred;_trois_cent"	"73"	"6"
"3"	"جاء"	"جاء"	"جَاء"	"جاء/PV"	""	"(null)/PV SUFF_SUBJ :3MS"	"na"	"na"	"arrive;come_to"	"arriver;_venir_à"	"10122"	"510"
"3"	"جايبين"	"جايبين"	"جَلَبَ"	"جايب/NOUN_ACTIVE_PART"	""	"ين/NSUFF_MASC_PL_NOM"	"na"	"na"	"bring"	"apporter"	"17178"	"796"
"3"	"جبتها"	"جبتها"	"أحضَر"	"جة/PV"	""	"ت/PVSUFF_SUBJ:1S+ها/PVSUFF_DO:3FS"	"na"	"na"	""	"apporter_;x_bring"	"424"	"26"
"3"	"جبتوني"	"جبتوني"	"جَلبَ"	"جب/PV"	""	"تو/PVSUFF_SUBJ:2MP+ني/PVSUFF_DO:1S"	"na"	"na"	"bring"	"apporter"	"23787"	"1090"
"3"	"تديه"	"تديه"	"تَاْخُد"	"دي/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS +ه/IVSUFF_DO:3MS"	"na"	"na"	"take"	"prendre"	"12273"	"605"
"3"	"تدخلي"	"تدخلي"	"دَخَلَ"	"دخل/IV"	"t/IV2FS"	"ي/IVSUFF_SUBJ:2FS"	"na"	"na"	"enter"	"entrer"	"7289"	"362"
"3"	"تخليها"	"تخليها"	"خَلَّى"	"خل/IV"	"t/IV2MS"	"ي/CVSUFF_SUBJ:2MS+ها/IVSUFF_DO:3FS"	"na"	"na"	"leave"	"laisser"	"401"	"24"
"3"	"تخلصوها"	"تخلصوها"	"خَلَّص"	"خلص/IV"	"t/IV2MP"	"و/IVSUFF_SUBJ:MP_MOOD:SJ+ها/IVSUFF_DO:3FS"	"na"	"na"	"pay"	"payer"	"21023"	"968"
"3"	"جدي"	"جدي"	"جَدِي"	"جد/NOUN_CONCRETE"	""	"ي/POSS_PRON"	"s"	"m"	"grandfather"	"grand-père"	"6760"	"344"
"3"	"جديدة"	"جديدة"	"جَدِيدة"	"جديد/ADJ_QUALIT"	""	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_GEN"	"s"	"f"	"new,modern"	"nouveau,moderne"	"2658"	"145"
"3"	"تحشم"	"تحشم"	"حَشِمَ"	"حشم/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"be_ashamed,_be_embarrassed"	"avoir_honte,_être_embarrassé"	"2834"	"152"
"3"	"جزايريين"	"جزايريين"	"جَزائِرِيّ"	"جزاير/NOUN_RELATIVE"	""	"ي/RELATIVE_YA+ين/NSUFF_MASC_PL_NOM"	"sp"	"m"	"Algerian"	"Algérien"	"7358"	"363"
"3"	"جمع"	"جمع"	"جَلَسَ"	"جمع/PV"	""	"(null)/PV SUFF_SUBJ :3MS"	"na"	"na"	"sit"	"assis"	"1932"	"91"
"3"	"تبلع"	"تبلع"	"صَمت"	"بلع/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS"	"na"	"na"	"shut_your_mouth"	"ferme_ta_bouche"	"19049"	"877"
"3"	"تري"	"تري"	"جِدًا"	"تري/FOREIGN"	""	""	"na"	"na"	"very"	"tres"	"3461"	"199"
"3"	"جنيرال"	"جنيرال"	"العَام"	"جنيرال/FOREIGN"	""	""	"na"	"na"	"general"	"général"	"4876"	"258"
"3"	"تزوج"	"تزوج"	"تَزَوَج"	"تزوج/CV"	""	"(null)/IVSUFF_SUBJ: 3MS"	"na"	"na"	"get_married"	"se_marier"	"3221"	"188"
"3"	"تسكني"	"تسكني"	"سَكَنَ"	"سكن/IV"	"t/IV2FS"	"ي/IVSUFF_SUBJ:2FS"	"na"	"na"	"live"	"habiter"	"154"	"11"
"3"	"تفضلو"	"تفضلو"	"تَفَضَّل"	"تفضل/CV"	""	"و/CVSUFF_SUBJ:2MP"	"na"	"na"	"please"	"s'il_vous_plait"	"17739"	"818"
"3"	"تعيط"	"تعيط"	"يَصْرُخ"	"عيط/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"shout"	"crier"	"6292"	"328"
"3"	"تفهم"	"تفهم"	"فَهِمَ"	"فهم/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS"	"na"	"na"	"understand"	"comprendre"	"18017"	"831"
"3"	"تعومي"	"تعومي"	"يَسْبَح"	"عوم/IV"	"t/IV2FS"	"ي/IVSUFF_SUBJ:2FS"	"na"	"na"	"swim"	"nager"	"10804"	"546"
"3"	"تقارعي"	"تقارعي"	"تَنْتظِري"	"قارع/IV"	"t/IV2FS"	"ي/IVSUFF_SUBJ:2FS"	"na"	"na"	"wait"	"attendre"	"3061"	"173"
"3"	"تعطيه"	"تعطيه"	"أَعْطَى"	"عطي/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS+ه/IVSUFF_DO:3MS"	"na"	"na"	"give"	"donner"	"13602"	"652"
"3"	"تعرفش"	"تعرفش"	"عَرَفَ"	"عرف/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS+ش/NEG_PART"	"na"	"na"	"know"	"connaître"	"27726"	"1229"
"3"	"تعاير"	"تعاير"	"تَعَايَر"	"عاير/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS"	"na"	"na"	"revile,_to_provoke"	"vilipender,_provoquer"	"14474"	"682"
"3"	"تصيد"	"تصيد"	"صَيَدَ"	"صيد/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS"	"na"	"na"	"hunt"	"chasser"	"21362"	"982"
"3"	"تكمل"	"تكمل"	"أَكْمَل"	"كمل/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS"	"na"	"na"	"finish"	"termine"	"8987"	"419"
"3"	"تصور"	"تصور"	"صَوَّرَ"	"صور/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS"	"na"	"na"	"picture"	"photo"	"5440"	"280"
"3"	"تلت"	"تلت"	"ثلات"	"تلت/NOUN_NUM"	""	""	"s"	"f"	"three"	"trois"	"8248"	"395"
"3"	"تشعل"	"تشعل"	"تَشْعَل"	"شعل/IV"	"t/IV2MS"	"(null)/IVSUFF_SUBJ : 2MS"	"na"	"na"	""	"ignite"	"1168"	"59"
"3"	"تشرب"	"تشرب"	"شَرِبَ"	"شرب/IV"	"t/IV3FS"	"(null)/IVSUFF_MOOD:S"	"na"	"na"	"drink"	"boire"	"431"	"26"
"3"	"تسمعي"	"تسمعي"	"تَسَمُّع"	"سمع/IV"	"t/IV2FS"	"ي/IVSUFF_SUBJ:2FS"	"na"	"na"	"to_hear"	"entendre"	"7756"	"377"
"3"	"تسقسي"	"تسقسي"	"سَأَلَ"	"سقس/IV"	"t/IV2MS"	"ي/IVSUFF_SUBJ : 2MS"	"na"	"na"	"ask,inquire"	"demander,_se_renseigner"	"2870"	"155"
"3"	"خاين"	"خاين"	"خائن"	"خاين/NOUN_ACTIVE_PART"	""	""	"s"	"m"	"thief"	"voleur"	"1094"	"57"
"3"	"تاوعه"	"تاوعه"	"لِ"	"تاوع/PREP"	""	"ه/POSS_PRON"	"sp"	"m"	"his"	"ses"	"13816"	"659"
"3"	"تاكلني"	"تأكلني"	"أَكَلَ"	"أكل/IV"	"t/IV3FS"	"(null)/IVSUFF_SUBJ: 3FS +ني/IVSUFF_DO: 1S"	"na"	"na"	"eat"	"manger"	"3627"	"205"
"3"	"حلو"	"حلو"	"حُلْو"	"حلو/ADJ_QUALIT"	""	""	"s"	"m"	"sweet"	"sucrée"	"8049"	"387"
"3"	"بروحي"	"بروحي"	"رُوح"	"روح/NOUN_ABSTRACT"	"b/PREP"	"ي/POSS_PRON"	"na"	"na"	"myself"	"moi-même"	"13888"	"663"
"3"	"بروجي"	"بروجي"	"مَشْرُوع"	"بروجي/FOREIGN"	""	""	"na"	"na"	"project"	"projet"	"3897"	"216"
"3"	"بركي"	"بركي"	"كَفَى"	"برك/INTERJ"	""	"ي/POSS_PRON"	"s"	"f"	"stop"	"arrêté"	"7237"	"360"
"3"	"حنة"	"حنة"	"حَنَّة"	"حن/NOUN_CONCRETE"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"henna"	"henné"	"8860"	"416"
"3"	"برك"	"برك"	"فَقَط"	"برك/NOUN_VERB_LIKE"	""	""	"s"	"m"	"only"	"seulement"	"5852"	"307"
"3"	"حومة"	"حومة"	"الحَيّ"	"حوم/NOUN_TIME_PLACE"	""	"ة/NSUFF_FEM_SG+(null)/CASE_INDEF_(ACC_GEN)"	"s"	"f"	"neighborhood"	"quartier"	"2146"	"99"
"3"	"براني"	"براني"	"الغَريب"	"براني/ADJ_QUALIT"	""	""	"s"	"m"	"stranger"	"étranger"	"2399"	"115"
"3"	"خارجة"	"خارجة"	"خارَجة"	"خارج/NOUN_ACTIVE_PART"	""	"ة/NSUFF_FEM_SG"	"s"	"m"	"leave;get_out"	"sortir"	"3791"	"212"
"3"	"خاصني"	"خاصها"	"وَجَب"	"خاص/PV"	""	"(null)/PV SUFF_SUBJ :3MS+ها/PVSUFF_DO:3FS"	"na"	"na"	"need"	"besoin"	"6873"	"348"
"3"	"بديت"	"بديت"	"بَدأَ"	"بدي/PV"	""	"ت/PV SUFF_SUBJ :1S"	"na"	"na"	"begin"	"commencer"	"5795"	"302"
"3"	"بداك"	"بداك"	"ذ`لِكَ"	"داك/DEM_PRON"	"b/PREP"	""	"s"	"m"	"that"	"ce"	"8688"	"411"
"3"	"بجزايرية"	"بجزايرية"	"جَزَائِرِيَة"	"جزاير/NOUN_RELATIVE"	"b/PREP"	"ي/RELATIVE_YA+ة/NSUFF_FEM_SG"	"s"	"f"	"Algerian"	"Algérienne"	"11038"	"554"
"3"	"بالضرب"	"بالضرب"	"الضَرْب"	"ضرب/PV"	"b/PREP+Al/DET"	"(null)/PVSUFF_SUBJ:3MS"	"na"	"na"	"battement"	"beating"	"9125"	"424"
"3"	"خاوية"	"خاوية"	"فَارِغ"	"خاوي/ADJ_QUALIT"	""	"ة/NSUFF_FEM_SG"	"s"	"f"	"empty"	"vide"	"9449"	"432"
"3"	"بسلامة"	"بسلامة"	"مَعالسَلامَة"	"سلام/GERUND"	"b/PREP"	"ة/NSUFF_FEM_SG+(null)/CASE_DEF_GEN"	"s"	"f"	"goodbye"	"Au_revoir"	"14657"	"687"
